property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,nearbyLocations,furnishDetails,features
flat,shree vardhman flora,sector 90,1.0,5128.0,1950.0,Super Built up area 1950(181.16 sq.m.),3,4,3,servant room,8,North-East,0 to 1 Year Old,"['IRIS Broadway Mall', 'Dwarka Expressway', 'Saraswati Model School', 'SGT University', 'Aarvy Healthcare Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Orchid Business Park', 'Holiday Inn Gurugram Sector 90', 'Flying Wings Badminton Academy']",,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']"
flat,afnhb jalvayu vihar,sector 30,1.45,11153.0,1300.0,Built Up area: 1300 (120.77 sq.m.)Carpet area: 1090 sq.ft. (101.26 sq.m.),3,2,2,not available,2,North,10+ Year Old,"['Icici bank ATM', 'Hdfc ATM', 'Axis bank ATM', 'Citi bank ATM', 'Icici ATM', 'State bank of india ATM', 'Axis bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Axis bank ATM', 'Punjab national bank ATM', 'Shivam Hospital Gurgaon', 'Ahmed Hospital Multi Speciality', 'Kalyani Hospital Gurgaon', 'Centre For Sight Gurgaon Sector 29', 'Dayal Eye & Maternity Centre', 'Nagpal Nursing Home Gurgaon', 'Gardian Pharmacy', 'City Medical', 'Gardian Pharmacy', 'IBP Petrol Pump', 'Hdfc bank', 'State bank of india sbi', 'Standard chartered bank', 'Cafe Coffee Day', '32nd Milestone', 'Bar and restaurant', 'Fast Food', 'Fast food', 'Om Sweets', 'Dhabba', 'Darbar', 'Spaghetti Kitchen & Bar', 'Pizza Hut', 'Tocpao', ""Hops 'N' Brew"", 'Ardor 29', ""Domino's Pizza"", 'ADDA', ""McDonald's"", 'Gung the palace Korean restaurant', 'Zura', 'Walking Street', 'The Oriental Bloom Chinese and Thai', 'Gola Sizzles', 'Beer & Whisky Bar', 'Swagath', 'Salvan Public School', 'Management Development Institute', 'CR Model Public School']","['1 Water Purifier', '6 Fan', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '12 Light', '1 AC', '1 Chimney', '1 Curtains', '1 Bed', '4 Wardrobe', '1 Sofa', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No TV', 'No Washing Machine']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'High Ceiling Height', 'Maintenance Staff', 'Recently Renovated', 'Piped-gas', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Rain Water Harvesting', 'Club house / Community Center']"
flat,m3m soulitude,sector 89,1.25,8784.0,1423.0,Built Up area: 1423 (132.2 sq.m.)Carpet area: 1190 sq.ft. (110.55 sq.m.),3,3,0,not available,4,NA,undefined,"['Vatika Town Square-INXT', 'Sector 86 Road', 'Dwarka Expy', 'Delh-Ajmer Expy', 'Euro International School', 'Gurugram University', 'Genesis Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']",,
flat,pyramid elite,sector 86,0.46,79.0,58228.0,Carpet area: 58141 (5401.48 sq.m.),2,2,1,not available,0,NA,Under Construction,"['V3S Sapphire Ninety Mall', 'Sector 86 Road', 'Dwarka Expy', 'RPS International School', 'SGT University', 'Shree Radhey Hospital And Trauma Center', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']",[],"['Intercom Facility', 'Lift(s)', 'Park']"
flat,emaar mgf palm terraces,sector 66,4.5,10599.0,4246.0,Super Built up area 3670(340.95 sq.m.),5,5,3+,servant room,11,NA,0 to 1 Year Old,"['Sector 55-56 Metro Station', 'Heritage School', 'ISBM College', 'Ektaa Hospitals', 'IGI Airport']","['10 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']"
flat,hcbs sports ville,sohna road,0.28,3768.0,743.0,Built Up area: 743 (69.03 sq.m.)Carpet area: 643 sq.ft. (59.74 sq.m.),2,2,1,not available,11,East,1 to 5 Year Old,"['The roadside cafe', 'GD Goenka Mess', 'ROyal Kitchen', 'Mithaas Wala', 'Momomia Gurgoan']",,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Water Storage', 'Park', 'Visitor Parking']"
flat,puri the aravallis,sector 61,3.87,17200.0,2250.0,Super Built up area 2250(209.03 sq.m.)Carpet area: 1249.65 sq.ft. (116.1 sq.m.),3,4,3+,servant room,21,East,Jan 2027,"['Sector 55-56 Metro Station', 'Hong Kong Bazaar', 'Badshahpur Sohna Rd Hwy, Sector 68', 'Bharti International Convent School', 'Sushant University', 'Gurugram University', 'W Pratiksha Hospital', 'Indira Gandhi Intl Airport']","['1 Fan', '1 Light', '1 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Internet/wi-fi connectivity', 'Club house / Community Center']"
flat,brisk lumbini terrace homes,sector 109,1.38,6338.0,2177.0,Carpet area: 2177 (202.25 sq.m.),3,3,1,not available,4,NA,5 to 10 Year Old,"['Palam Vihar Vyapar kendra', 'Ram Mandir', 'Kalyan Hospital Gurgaon', 'Chirag Hospital Pvt. Ltd', 'R K Hospital Gurgaon', 'Bhardwaj Hospital', 'Palam vihar railway station', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']",[],"['Maintenance Staff', 'Water Storage', 'Visitor Parking']"
flat,huda ashok vihar phase,sector 4,0.43,6615.0,650.0,Carpet area: 650 (60.39 sq.m.),2,2,1,not available,2,NA,1 to 5 Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Prateek Nursing Home And Polyclinic', 'Kr Dental Hub', 'Dr. Hitesh Dawar', 'Shree Krishna Hospital Gurgaon', 'Sneh Hospital Gurgaon', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'Bhardwaj Hospital', 'Dr. Ashok Jain', 'Dr. Sindhu Clinic', 'Dr. Mittal Clinic', 'Jiya Clinic', 'Gurgaon Eye Centre', 'Esic Hospital Gurugram', 'Pearl Dental Clinic', 'Yashroop Medical Centre', ""Dr. Anurag's Child Care Clinic"", 'R K Hospital Gurgaon', 'Taneja Hospital', 'Aryan Hospital', 'Chirag Hospital Pvt. Ltd', 'D.R. Rajnis Gupta Clinic', 'Geeta Nursing Home Gurgaon', 'Sparsh Hospital Gurgaon', 'Ravi Clinic and Health Care Centre', 'Bhatnagar Maternity and Nursing Home', 'Dr. Agya Ram Sharma Clinic', 'Chiranjiv Hospital', 'GH Gurgaon', 'Dr. Madan Clinic', 'Dev Man Kathuria Clinic', 'Bindal Clinic', 'Dr. Sarvejeet Singh', 'Swastik Maternity and Medical Centre', 'Centre For Sight Gurgaon New Railway Road', 'M.S Hospital', 'My Care Clinic', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['1 Exhaust Fan', '1 Light', '1 Curtains', '1 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Water Storage']"
flat,my home,sector 110,0.28,3166.0,884.0,Carpet area: 900 (83.61 sq.m.),2,1,1,others,2,NA,1 to 5 Year Old,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'HUDA Sector 23 Market', 'Ram Mandir', 'Kalyan Hospital Gurgaon', 'Chirag Hospital Pvt. Ltd', 'R K Hospital Gurgaon', 'Metro Hospital and Heart Institute Gurgaon', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Bhardwaj Hospital', 'Jiya Clinic', 'Dr. Mittal Clinic', ""Dr. Anurag's Child Care Clinic"", 'Yashroop Medical Centre', 'Sneh Hospital Gurgaon', 'Dr. Hitesh Dawar', 'Axis bank', 'Big Cinemas', ""McDonald's"", 'Cafe Coffee Day', 'Moti Mahal', 'Pizza Hut', 'Pind Baluchi', ""Domino's Pizza"", 'Om Sweets', 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'THE NORTHCAP UNIVERSITY', 'Palam vihar railway station', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['3 Wardrobe', '5 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Park']"
flat,signature global city,sector 37,1.1,9838.0,1118.0,Carpet area: 1118 (103.87 sq.m.),2,2,2,not available,4,South,undefined,"['Sapphire 83 Mall Sector 83', 'Dwarka Expressway', 'Pataudi Road', 'NH-8 Delhi Jaipur Highway', 'DPGITM Engineering College Sector 34', 'Genesis Hospital Sector 84', 'Indira Gandhi International Airport', 'Holiday Inn Hotel Sector 90', 'SkyJumper Trampoline Park Gurgaon', 'National Tennis Academy Sector 98']","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",
flat,m3m heights,sector 65,2.0,13957.0,1433.0,Built Up area: 1433 (133.13 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,not available,32,NA,undefined,"['Rapid Metro Sector 56', 'M3m 65th Avenue Mall', 'Golf Course Extension Road', 'Gurgaon - Delhi Expy', 'DPS International School', 'DPG Institute of Technology', 'Park Hospital', 'Indira Gandhi International Airport', 'Lemon Tree Hotel', 'SkyJumper Trampoline Park', 'PVR Drive in Theatre']",,
flat,signature global park,sohna road,0.9,8035.0,1120.0,Super Built up area 1120(104.05 sq.m.),3,2,2,not available,2,South,Dec 2024,"['Sector 55-56 metro', 'Global city centre', 'Sohna road dhunela', 'Gd goenka university', 'Maharana pratap school', 'Vardaan hospital and trauma centre', 'Indira Gandhi International Airport', 'Garhi harsaru railway station Gurgaon']",[],"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Water purifier', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Recently Renovated', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
flat,signature global park,sohna road,0.9,8036.0,1120.0,Built Up area: 1120 (104.05 sq.m.),3,2,0,not available,2,NA,Mar 2024,"['Sector 55-56 metro', 'Global city centre', 'Sohna road dhunela', 'Gd goenka university', 'Maharana pratap school', 'Vardaan hospital and trauma centre', 'Indira Gandhi International Airport', 'Garhi harsaru railway station Gurgaon']",,
flat,godrej nature plus,sector 33,1.75,8768.0,1996.0,Built Up area: 1996 (185.43 sq.m.),3,3,0,not available,2,NA,undefined,"['Signature Global Infinity Mall Sohna', 'Badshahpur Sohna Rd Hwy', 'Gurjar Samrat Jaipal Khatana Marg', 'K. R. Mangalam University', 'Vidya Niketan Sr Sec School', 'Sanjivani Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']",,
flat,supertech hues,sector 68,0.93,8611.0,1080.0,Carpet area: 1080 (100.34 sq.m.),2,2,2,not available,11,NA,undefined,,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",
flat,dlf new town heights,sector 90,1.8,6600.0,2727.0,Super Built up area 2727(253.35 sq.m.),4,4,3+,not available,23,NA,5 to 10 Year Old,"['Manish Gallexie 91', 'NH-8 IMT Manesar', 'RHM Public School', 'Silver Streak Multi Speciality Hospital', 'Airport', 'Holiday Inn Gurugram']",[],
flat,central park flower valley aqua front towers,sector 33,2.1,11738.0,1789.0,Super Built up area 1789(166.2 sq.m.),3,3,2,not available,6,NA,Under Construction,"['Taj Hotel & Family Restaurant', 'Signature Global Park', 'Signum 36', 'Ashiana Anmol  Kid Centric Homes', 'KR Mangalam University', 'G D Goenka University', 'G D Goenka World School', 'Central Park, Sohna Rd', 'Kotak Mahindra Bank, MBS Tower', 'Sohna Bus Stand', 'Indianoil, Sohna - Gurgaon Rd', 'HDFC Bank ATM, Dhunela Ghamroj', 'V-Square Sohna New Residential', 'The Phoenix Project, Sohna - Gurgaon Rd', 'Pasco Automobiles, Alipur, Sohna']",,"['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']"
flat,ambience creacions,sector 22,2.0,14492.0,1380.0,Carpet area: 1380 (128.21 sq.m.),2,2,2,not available,9,East,1 to 5 Year Old,"['Moulsari Avenue', 'Ambience Mall', 'Old Delhi Gurgaon Road', 'Gurgaon - Delhi Expy', 'Rotary Public School', 'The NorthCap University', 'Manipal Hospital, Palam Vihar', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Candor Techspace', 'Hyatt Place Gurgaon Udyog Vihar', 'Fun N Food WaterPark', 'Hamoni Golf Camp', 'Tau DeviLal Sports Complex']","['3 Fan', '1 Geyser', '5 Light', '2 AC', '1 Chimney', '2 Wardrobe', '1 Microwave', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
flat,signature global city 63a,sector 63,2.0,12800.0,1562.0,Built Up area: 1540 (143.07 sq.m.),3,3,2,not available,1,North,Oct 2024,"['Sector 54 Chowk Metro Station', 'Paras Trinity', 'Golf Course Ext Road', 'The Shriram Millennium School', 'KIIT College of Engineering', 'Park Hospital', 'Indira Gandhi International Airport', 'Bhondsi Nature Park', 'Duke Horse Riding Club', 'Capital Cyberscape', 'DoubleTree by Hilton Hotel', 'Fun N Food Water Park', 'Kingdom of Dreams']","['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Park', 'Visitor Parking']"
flat,godrej oasis,sector 88,1.29,7800.0,1654.0,Super Built up area 1629(151.34 sq.m.)Carpet area: 1628 sq.ft. (151.25 sq.m.),3,3,3,"study room,others",5,NA,0 to 1 Year Old,"['Double Infinity market', 'Pataudi road', 'Dwarka expressway', 'Kidzee', 'RPS International School', 'Aman Hospital', 'Bamroli Cricket Ground']",[],"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Piped-gas', 'Security Personnel', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']"
flat,m3m skycity,sector 65,2.85,15590.0,1828.0,Super Built up area 1828(169.83 sq.m.),3,3,3,not available,43,South,Dec 2024,"['Sector 55 Metro Station', 'Eros City Square', 'DPS International Edge', 'Narayana Junior College', 'CK Birla Hospital', 'Indira Gandhi Intl Airport', 'Splendor Trade Tower', 'DoubleTree by Hilton Hotel', 'SkyJumper Trampoline Park']","['1 Exhaust Fan', '1 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']"
flat,supertech araville,sector 79,1.1,5641.0,1950.0,Carpet area: 1950 (181.16 sq.m.),3,3,3,not available,1,NA,1 to 5 Year Old,"['Petrol Pump Indian Oil', 'Petrol Pump', 'Rao Dhaba', ""McDonald's""]","['3 Fan', '1 Exhaust Fan', '2 Geyser', '3 Light', '3 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors']"
flat,smart world orchard,sector 61,1.65,13750.0,1200.0,Carpet area: 1200 (111.48 sq.m.),2,2,2,study room,1,NA,By 2023,"['Sector 55-56 Metro station', 'Bestech Central Square Mall', 'Golf Course Ext Road', 'Badshahpur Sohna Rd Hwy', 'ORCHIDS The International School', 'Sushant University', 'Marengo Asia Hospitals', 'Indira Gandhi Intl Airport', 'Gurgaon Railway Station']",[],"['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']"
flat,hcbs sports ville,sohna road,0.24,7407.0,324.0,Carpet area: 324 (30.1 sq.m.),1,1,2,not available,1,North,0 to 1 Year Old,"['The roadside cafe', 'GD Goenka Mess', 'ROyal Kitchen', 'Mithaas Wala', 'Momomia Gurgoan']",,"['Power Back-up', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Security Personnel', 'Shopping Centre', 'Club house / Community Center', 'Rain Water Harvesting']"
flat,emaar palm premier,sector 77,2.1,10500.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,4,3+,servant room,11,NA,0 to 1 Year Old,"['Vatika City Centre Mall', 'NH 48, Sector 78, Gurugram', 'Narayana e Techno School Sec77, Gurgaon', 'SGT UNIVERSITY', 'Genesis Hospital', 'Indira Gandhi Intl Airport']","['3 Wardrobe', '1 Exhaust Fan', '1 Stove', '10 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']"
flat,godrej nature plus,sector 33,1.9,9849.0,1929.0,Carpet area: 1929 (179.21 sq.m.),3,3,3+,servant room,14,NA,Within 6 months,"['Signature Global Infinity Mall Sohna', 'Badshahpur Sohna Rd Hwy', 'Gurjar Samrat Jaipal Khatana Marg', 'K. R. Mangalam University', 'Vidya Niketan Sr Sec School', 'Sanjivani Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']",,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']"
flat,godrej aria,sector 79,1.1,11482.0,958.0,Super Built up area 89,2,2,3,not available,9,NA,0 to 1 Year Old,"['Sapphire 83 Mall', 'Delhi Jaipur Expressway', 'Mount Olympus School, Sec 79', 'Singhania University, Manesar', 'Miracles Apollo Cradle Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Capital Business Park', 'Savoy Suites, Manesar', 'Manesar Golf Course', 'Nakhrola Stadium']",[],
flat,ramsons kshitij,sector 95,0.32,4500.0,711.0,Super Built up area 700(65.03 sq.m.)Carpet area: 443.32 sq.ft. (41.19 sq.m.),2,2,1,others,8,NA,1 to 5 Year Old,"['Bangali Clinic', 'Yadav Clinic', 'Dr. J. S. Sarkar Clinic']","['1 Water Purifier', '3 Fan', '1 Fridge', '1 Dining Table', '1 Geyser', '1 Stove', '10 Light', '1 AC', '1 Chimney', '1 Curtains', '1 Modular Kitchen', '1 TV', '2 Wardrobe', '1 Washing Machine', 'No Bed', 'No Exhaust Fan', 'No Microwave', 'No Sofa']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Park', 'Natural Light']"
flat,conscient one,sector 109,1.7,17617.0,965.0,Built Up area: 965 (89.65 sq.m.)Carpet area: 628 sq.ft. (58.34 sq.m.),1,1,2,not available,9,NA,undefined,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'Ram Mandir', 'Chintapurni Mandir', 'Chirag Hospital Pvt. Ltd', 'R K Hospital Gurgaon', 'Kalyan Hospital Gurgaon', 'Bhardwaj Hospital', 'Dr. Hitesh Dawar', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Sneh Hospital Gurgaon', ""Dr. Anurag's Child Care Clinic"", 'Yashroop Medical Centre', 'Dr. Sindhu Clinic', 'Prateek Nursing Home And Polyclinic', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', ""McDonald's"", 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station', 'Palam vihar railway station']","['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",
flat,pareena laxmi apartments,sector 99,0.32,6106.0,524.0,Super Built up area 524(48.68 sq.m.)Carpet area: 424.8 sq.ft. (39.47 sq.m.),2,2,2,not available,2,NA,0 to 1 Year Old,"['Dwarka Expy', 'Govt. Sr. Sec. School', 'Excellere World School', 'Shani Mandir', 'PHC Garhi Harsaru', 'Alfaa Health Care Hospital', 'Corporation Bank', 'Axis Bank', 'KFG Sports Club', 'Basai Dhankot Railway Station', 'Grofers India Pvt. Ltd.', 'Rangmanch Farms', 'MCC Cricket Stadium', 'Indian Oil Petrol Pump', 'NSK Sports Academy']",[],"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Security Personnel', 'Club house / Community Center', 'Rain Water Harvesting']"
flat,pyramid elite,sector 86,0.45,7739.0,581.0,Carpet area: 581.41 (54.01 sq.m.),2,2,1,not available,4,NA,Nov 2023,"['V3S Sapphire Ninety Mall', 'Sector 86 Road', 'Dwarka Expy', 'RPS International School', 'SGT University', 'Shree Radhey Hospital And Trauma Center', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']",,"['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']"
flat,raheja revanta,sector 78,1.2,10018.0,1198.0,Super Built up area 1197.8(111.28 sq.m.)Carpet area: 505 sq.ft. (46.92 sq.m.),1,2,2,not available,32,NA,Under Construction,"['Sapphire 83 Mall', 'NH-8', 'Bal Bharti Public School', 'KIIT College of Engineering', 'Miracles Apollo Cradle', 'Indira Gandhi International Airport', 'IMT Manesar', 'Savoy Suites, Manesar', 'De Adventure Park', 'Manesar Golf Course']",,"['Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']"
flat,m3m skycity,sector 65,2.1,16030.0,1310.0,Super Built up area 1310(121.7 sq.m.),2,2,2,not available,43,NA,Within 6 months,"['Sector 55 Metro Station', 'Eros City Square', 'DPS International Edge', 'Narayana Junior College', 'CK Birla Hospital', 'Indira Gandhi Intl Airport', 'Splendor Trade Tower', 'DoubleTree by Hilton Hotel', 'SkyJumper Trampoline Park']",,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
flat,signature the roselia,sector 95,0.45,7.0,642857.0,Carpet area: 569243 (52884.41 sq.m.),2,2,2,not available,2,South-West,0 to 1 Year Old,"['Newtown Square Mall', 'Pataudi Road', 'Dwarka Expressway', 'NH-48', 'Yaduvanshi Shiksha Niketan', 'Gurugram University Sector 87', 'Aarvy Healthcare', 'Indira Gandhi International Airport', 'IMT Manesar', 'Holiday Inn Sector 90', 'National Tennis Academy', 'CNG Petrol Pump']",,"['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Waste Disposal', 'Club house / Community Center', 'Water softening plant']"
